Sack,PassYds,Lost,PassTD,FG30_39,FG40_49,Team,Saf,FGM,RecYds,RushTD,TD_1,Points,Pts Allow,50+,FG50,FG20_29,TD,Week,40-49,FumTD,Rec,RecTD,XPM,RushYds,Made,FGA,Name,_position,0-19,RetTD,_team,FG0_19,Fum Rec,Def 2pt Ret,TwoPt,Opp,XPA,Int,30-39,20-29,Player
,,,,0.07,0.07,,,0.47,,,,,,,1.63,0.13,,13,,,,,,,,0.0,John Parker Romo,K,,,NE,0.07,,,,NYG,,,,,John Parker RomoK - NE
,,,,0.05,0.05,,,0.2,,,,,,,0.9,0.05,,13,,,,,,,,0.0,Ryan Fitzgerald,K,,,CAR,0.05,,,,LAR,,,,,Ryan FitzgeraldK - CAR
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Caden Davis,K,,,BUF,0.0,,,,@PIT,,,,,Caden DavisK - BUF
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Nick Folk,K,,,NYJ,0.0,,,,ATL,,,,,Nick FolkK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Jude McAtamney,K,,,NYG,0.0,,,,@NE,,,,,Jude McAtamneyK - NYG
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Harrison Mevis,K,,,NYJ,0.0,,,,ATL,,,,,Harrison MevisK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Ben Sauls,K,,,PIT,0.0,,,,BUF,,,,,Ben SaulsK - PIT
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Charlie Smyth,K,,,NO,0.0,,,,@MIA,,,,,Charlie SmythK - NO
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Anders Carlson,K,,,,0.0,,,,Bye,,,,,Anders CarlsonK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Ryan Coe,K,,,,0.0,,,,Bye,,,,,Ryan CoeK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Zane Gonzalez,K,,,,0.0,,,,Bye,,,,,Zane GonzalezK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Alex Hale,K,,,,0.0,,,,Bye,,,,,Alex HaleK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,John Hoyland,K,,,,0.0,,,,Bye,,,,,John HoylandK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Greg Joseph,K,,,,0.0,,,,Bye,,,,,Greg JosephK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Jonathan Kim,K,,,,0.0,,,,Bye,,,,,Jonathan KimK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Lenny Krieg,K,,,ATL,0.0,,,,@NYJ,,,,,Lenny KriegK - ATL
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Mark McNamee,K,,,GB,0.0,,,,@DET,,,,,Mark McNameeK - GB
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,13,,,,,,,,0.0,Riley Patterson,K,,,,0.0,,,,Bye,,,,,Riley PattersonK
,,,,0.51,0.51,,,2.14,,,,,,,8.74,0.45,,14,,,,,,,,0.0,Brandon Aubrey,K,,,DAL,0.39,,,,@DET,,,,,Brandon AubreyK - DAL
,,,,0.51,0.34,,,2.19,,,,,,,8.15,0.51,,14,,,,,,,,0.06,Cameron Dicker,K,,,LAC,0.34,,,,PHI,,,,,Cameron DickerK - LAC
,,,,0.45,0.34,,,2.64,,,,,,,7.88,0.45,,14,,,,,,,,0.0,Jake Bates,K,,,DET,0.28,,,,DAL,,,,,Jake BatesK - DET
,,,,0.39,0.34,,,2.42,,,,,,,7.84,0.45,,14,,,,,,,,0.06,Harrison Butker,K,,,KC,0.34,,,,HOU,,,,,Harrison ButkerK - KC
,,,,0.45,0.34,,,2.08,,,,,,,7.83,0.51,,14,,,,,,,,0.0,Ka'imi Fairbairn,K,,,HOU,0.39,,,,@KC,,,,,Ka'imi FairbairnK - HOU
,,,,0.45,0.34,,,2.36,,,,,,,7.78,0.45,,14,,,,,,,,0.0,Chase McLaughlin,K,,,TB,0.34,,,,NO,,,,,Chase McLaughlinK - TB
,,,,0.45,0.34,,,1.91,,,,,,,7.66,0.51,,14,,,,,,,,0.0,Chris Boswell,K,,,PIT,0.39,,,,@BAL,,,,,Chris BoswellK - PIT
,,,,0.51,0.23,,,2.53,,,,,,,7.58,0.51,,14,,,,,,,,0.0,Tyler Loop,K,,,BAL,0.28,,,,PIT,,,,,Tyler LoopK - BALView News
,,,,0.45,0.23,,,2.7,,,,,,,7.57,0.45,,14,,,,,,,,0.0,Tyler Bass,K,,,BUFQ,0.34,,,,CIN,,,,,Tyler BassK - BUFQ
,,,,0.39,0.28,,,2.48,,,,,,,7.57,0.45,,14,,,,,,,,0.0,Matt Gay,K,,,WAS,0.39,,,,@MIN,,,,,Matt GayK - WAS
,,,,0.45,0.39,,,1.91,,,,,,,7.55,0.39,,14,,,,,,,,0.0,Daniel Carlson,K,,,LV,0.39,,,,DEN,,,,,Daniel CarlsonK - LV
,,,,0.45,0.28,,,2.42,,,,,,,7.54,0.45,,14,,,,,,,,0.0,Evan McPherson,K,,,CIN,0.34,,,,@BUF,,,,,Evan McPhersonK - CIN
,,,,0.45,0.34,,,2.08,,,,,,,7.5,0.45,,14,,,,,,,,0.0,Will Reichard,K,,,MIN,0.34,,,,WAS,,,,,Will ReichardK - MIN
,,,,0.39,0.34,,,2.03,,,,,,,7.42,0.45,,14,,,,,,,,0.0,Wil Lutz,K,,,DEN,0.39,,,,@LV,,,,,Wil LutzK - DEN
,,,,0.45,0.23,,,2.36,,,,,,,7.38,0.45,,14,,,,,,,,0.0,Jake Elliott,K,,,PHI,0.39,,,,@LAC,,,,,Jake ElliottK - PHI
,,,,0.45,0.28,,,2.03,,,,,,,7.3,0.45,,14,,,,,,,,0.0,Brandon McManus,K,,,GB,0.39,,,,CHI,,,,,Brandon McManusK - GB
,,,,0.45,0.34,,,1.86,,,,,,,7.28,0.45,,14,,,,,,,,0.0,Younghoe Koo,K,,,ATL,0.34,,,,SEA,,,,,Younghoe KooK - ATL
,,,,0.45,0.28,,,1.91,,,,,,,7.18,0.45,,14,,,,,,,,0.0,Joshua Karty,K,,,LAR,0.39,,,,@ARI,,,,,Joshua KartyK - LAR
,,,,0.39,0.28,,,2.08,,,,,,,7.17,0.45,,14,,,,,,,,0.0,Cam Little,K,,,JAX,0.39,,,,IND,,,,,Cam LittleK - JAX
,,,,0.45,0.23,,,2.03,,,,,,,7.05,0.45,,14,,,,,,,,0.0,Jason Sanders,K,,,MIA,0.39,,,,@NYJ,,,,,Jason SandersK - MIA
,,,,0.45,0.28,,,1.91,,,,,,,7.03,0.45,,14,,,,,,,,0.0,Chad Ryland,K,,,ARI,0.34,,,,LAR,,,,,Chad RylandK - ARI
,,,,0.51,0.23,,,1.74,,,,,,,6.94,0.45,,14,,,,,,,,0.0,Cairo Santos,K,,,CHI,0.39,,,,@GB,,,,,Cairo SantosK - CHI
,,,,0.45,0.23,,,1.86,,,,,,,6.88,0.45,,14,,,,,,,,0.0,Jason Myers,K,,,SEA,0.39,,,,@ATL,,,,,Jason MyersK - SEA
,,,,0.39,0.28,,,1.74,,,,,,,6.68,0.45,,14,,,,,,,,0.0,Blake Grupe,K,,,NO,0.34,,,,@TB,,,,,Blake GrupeK - NO
,,,,0.51,0.17,,,1.86,,,,,,,6.61,0.51,,14,,,,,,,,0.0,Spencer Shrader,K,,,IND,0.28,,,,@JAX,,,,,Spencer ShraderK - INDView News
,,,,0.51,0.17,,,1.86,,,,,,,6.61,0.51,,14,,,,,,,,0.0,Spencer Shrader,K,,,IND,0.28,,,,@JAX,,,,,Spencer ShraderK - INDView News
,,,,0.39,0.28,,,1.63,,,,,,,6.39,0.39,,14,,,,,,,,0.0,Joey Slye,K,,,TEN,0.34,,,,@CLE,,,,,Joey SlyeK - TEN
,,,,0.39,0.23,,,1.52,,,,,,,6.21,0.45,,14,,,,,,,,0.0,Dustin Hopkins,K,,,CLE,0.34,,,,TEN,,,,,Dustin HopkinsK - CLEView News
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Caden Davis,K,,,BUF,0.0,,,,CIN,,,,,Caden DavisK - BUF
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Nick Folk,K,,,NYJ,0.0,,,,MIA,,,,,Nick FolkK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Harrison Mevis,K,,,NYJ,0.0,,,,MIA,,,,,Harrison MevisK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Ben Sauls,K,,,PIT,0.0,,,,@BAL,,,,,Ben SaulsK - PIT
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Charlie Smyth,K,,,NO,0.0,,,,@TB,,,,,Charlie SmythK - NO
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Andy Borregales,K,,,NE,0.0,,,,Bye,,,,,Andy BorregalesK - NE
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Anders Carlson,K,,,,0.0,,,,Bye,,,,,Anders CarlsonK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Ryan Coe,K,,,,0.0,,,,Bye,,,,,Ryan CoeK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Ryan Fitzgerald,K,,,CAR,0.0,,,,Bye,,,,,Ryan FitzgeraldK - CAR
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Graham Gano,K,,,NYG,0.0,,,,Bye,,,,,Graham GanoK - NYG
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Zane Gonzalez,K,,,,0.0,,,,Bye,,,,,Zane GonzalezK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Alex Hale,K,,,,0.0,,,,Bye,,,,,Alex HaleK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,John Hoyland,K,,,,0.0,,,,Bye,,,,,John HoylandK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Greg Joseph,K,,,,0.0,,,,Bye,,,,,Greg JosephK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Jonathan Kim,K,,,,0.0,,,,Bye,,,,,Jonathan KimK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Lenny Krieg,K,,,ATL,0.0,,,,SEA,,,,,Lenny KriegK - ATL
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Jude McAtamney,K,,,NYG,0.0,,,,Bye,,,,,Jude McAtamneyK - NYG
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Mark McNamee,K,,,GB,0.0,,,,CHI,,,,,Mark McNameeK - GB
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Jake Moody,K,,,SF,0.0,,,,Bye,,,,,Jake MoodyK - SFView News
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Riley Patterson,K,,,,0.0,,,,Bye,,,,,Riley PattersonK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Eddy Pineiro,K,,,,0.0,,,,Bye,,,,,Eddy PineiroK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,14,,,,,,,,0.0,Matt Prater,,,,KQ,0.0,,,,Bye,,,,,Matt PraterKQ
,,,,0.51,0.51,,,2.14,,,,,,,8.74,0.45,,15,,,,,,,,0.0,Brandon Aubrey,K,,,DAL,0.39,,,,MIN,,,,,Brandon AubreyK - DAL
,,,,0.51,0.34,,,2.19,,,,,,,8.15,0.51,,15,,,,,,,,0.06,Cameron Dicker,K,,,LAC,0.34,,,,@KC,,,,,Cameron DickerK - LAC
,,,,0.45,0.34,,,2.64,,,,,,,7.88,0.45,,15,,,,,,,,0.0,Jake Bates,K,,,DET,0.28,,,,@LAR,,,,,Jake BatesK - DET
,,,,0.39,0.34,,,2.42,,,,,,,7.84,0.45,,15,,,,,,,,0.06,Harrison Butker,K,,,KC,0.34,,,,LAC,,,,,Harrison ButkerK - KC
,,,,0.45,0.34,,,2.08,,,,,,,7.83,0.51,,15,,,,,,,,0.0,Ka'imi Fairbairn,K,,,HOU,0.39,,,,ARI,,,,,Ka'imi FairbairnK - HOU
,,,,0.45,0.34,,,2.36,,,,,,,7.78,0.45,,15,,,,,,,,0.0,Chase McLaughlin,K,,,TB,0.34,,,,ATL,,,,,Chase McLaughlinK - TB
,,,,0.45,0.34,,,1.91,,,,,,,7.66,0.51,,15,,,,,,,,0.0,Chris Boswell,K,,,PIT,0.39,,,,MIA,,,,,Chris BoswellK - PIT
,,,,0.51,0.23,,,2.53,,,,,,,7.58,0.51,,15,,,,,,,,0.0,Tyler Loop,K,,,BAL,0.28,,,,@CIN,,,,,Tyler LoopK - BALView News
,,,,0.45,0.23,,,2.7,,,,,,,7.57,0.45,,15,,,,,,,,0.0,Tyler Bass,K,,,BUFQ,0.34,,,,@NE,,,,,Tyler BassK - BUFQ
,,,,0.39,0.28,,,2.48,,,,,,,7.57,0.45,,15,,,,,,,,0.0,Matt Gay,K,,,WAS,0.39,,,,@NYG,,,,,Matt GayK - WAS
,,,,0.45,0.39,,,1.91,,,,,,,7.55,0.39,,15,,,,,,,,0.0,Daniel Carlson,K,,,LV,0.39,,,,@PHI,,,,,Daniel CarlsonK - LV
,,,,0.45,0.28,,,2.42,,,,,,,7.54,0.45,,15,,,,,,,,0.0,Evan McPherson,K,,,CIN,0.34,,,,BAL,,,,,Evan McPhersonK - CIN
,,,,0.45,0.34,,,2.08,,,,,,,7.5,0.45,,15,,,,,,,,0.0,Will Reichard,K,,,MIN,0.34,,,,@DAL,,,,,Will ReichardK - MIN
,,,,0.39,0.34,,,2.03,,,,,,,7.42,0.45,,15,,,,,,,,0.0,Wil Lutz,K,,,DEN,0.39,,,,GB,,,,,Wil LutzK - DEN
,,,,0.45,0.23,,,2.36,,,,,,,7.38,0.45,,15,,,,,,,,0.0,Jake Elliott,K,,,PHI,0.39,,,,LV,,,,,Jake ElliottK - PHI
,,,,0.45,0.28,,,2.03,,,,,,,7.3,0.45,,15,,,,,,,,0.0,Brandon McManus,K,,,GB,0.39,,,,@DEN,,,,,Brandon McManusK - GB
,,,,0.45,0.34,,,1.86,,,,,,,7.28,0.45,,15,,,,,,,,0.0,Younghoe Koo,K,,,ATL,0.34,,,,@TB,,,,,Younghoe KooK - ATL
,,,,0.45,0.28,,,1.91,,,,,,,7.18,0.45,,15,,,,,,,,0.0,Joshua Karty,K,,,LAR,0.39,,,,DET,,,,,Joshua KartyK - LAR
,,,,0.39,0.28,,,2.08,,,,,,,7.17,0.45,,15,,,,,,,,0.0,Cam Little,K,,,JAX,0.39,,,,NYJ,,,,,Cam LittleK - JAX
,,,,0.45,0.23,,,2.36,,,,,,,7.08,0.51,,15,,,,,,,,0.0,Jake Moody,K,,,SF,0.23,,,,TEN,,,,,Jake MoodyK - SFView News
,,,,0.45,0.23,,,2.03,,,,,,,7.05,0.45,,15,,,,,,,,0.0,Jason Sanders,K,,,MIA,0.39,,,,@PIT,,,,,Jason SandersK - MIA
,,,,0.45,0.28,,,1.91,,,,,,,7.03,0.45,,15,,,,,,,,0.0,Chad Ryland,K,,,ARI,0.34,,,,@HOU,,,,,Chad RylandK - ARI
,,,,0.51,0.23,,,1.74,,,,,,,6.94,0.45,,15,,,,,,,,0.0,Cairo Santos,K,,,CHI,0.39,,,,CLE,,,,,Cairo SantosK - CHI
,,,,0.45,0.23,,,1.86,,,,,,,6.88,0.45,,15,,,,,,,,0.0,Jason Myers,K,,,SEA,0.39,,,,IND,,,,,Jason MyersK - SEA
,,,,0.39,0.28,,,1.74,,,,,,,6.68,0.45,,15,,,,,,,,0.0,Blake Grupe,K,,,NO,0.34,,,,CAR,,,,,Blake GrupeK - NO
,,,,0.39,0.28,,,1.74,,,,,,,6.68,0.45,,15,,,,,,,,0.0,Blake Grupe,K,,,NO,0.34,,,,CAR,,,,,Blake GrupeK - NO
,,,,0.51,0.17,,,1.86,,,,,,,6.61,0.51,,15,,,,,,,,0.0,Spencer Shrader,K,,,IND,0.28,,,,@SEA,,,,,Spencer ShraderK - INDView News
,,,,0.45,0.17,,,1.8,,,,,,,6.55,0.51,,15,,,,,,,,0.0,Matthew Wright,K,,,CAR,0.34,,,,@NO,,,,,Matthew WrightK - CAR
,,,,0.45,0.17,,,1.97,,,,,,,6.54,0.45,,15,,,,,,,,0.0,Andy Borregales,K,,,NE,0.34,,,,BUF,,,,,Andy BorregalesK - NE
,,,,0.39,0.28,,,1.63,,,,,,,6.39,0.39,,15,,,,,,,,0.0,Joey Slye,K,,,TEN,0.34,,,,@SF,,,,,Joey SlyeK - TEN
,,,,0.39,0.23,,,1.63,,,,,,,6.32,0.45,,15,,,,,,,,0.0,Graham Gano,K,,,NYG,0.34,,,,WAS,,,,,Graham GanoK - NYG
,,,,0.39,0.23,,,1.52,,,,,,,6.21,0.45,,15,,,,,,,,0.0,Dustin Hopkins,K,,,CLE,0.34,,,,@CHI,,,,,Dustin HopkinsK - CLEView News
,,,,0.07,0.07,,,0.47,,,,,,,1.63,0.13,,15,,,,,,,,0.0,John Parker Romo,K,,,NE,0.07,,,,BUF,,,,,John Parker RomoK - NE
,,,,0.05,0.05,,,0.2,,,,,,,0.9,0.05,,15,,,,,,,,0.0,Ryan Fitzgerald,K,,,CAR,0.05,,,,@NO,,,,,Ryan FitzgeraldK - CAR
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Caden Davis,K,,,BUF,0.0,,,,@NE,,,,,Caden DavisK - BUF
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Nick Folk,K,,,NYJ,0.0,,,,@JAX,,,,,Nick FolkK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Jude McAtamney,K,,,NYG,0.0,,,,WAS,,,,,Jude McAtamneyK - NYG
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Harrison Mevis,K,,,NYJ,0.0,,,,@JAX,,,,,Harrison MevisK - NYJ
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Ben Sauls,K,,,PIT,0.0,,,,MIA,,,,,Ben SaulsK - PIT
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Charlie Smyth,K,,,NO,0.0,,,,CAR,,,,,Charlie SmythK - NO
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Anders Carlson,K,,,,0.0,,,,Bye,,,,,Anders CarlsonK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Ryan Coe,K,,,,0.0,,,,Bye,,,,,Ryan CoeK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Zane Gonzalez,K,,,,0.0,,,,Bye,,,,,Zane GonzalezK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Alex Hale,K,,,,0.0,,,,Bye,,,,,Alex HaleK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,John Hoyland,K,,,,0.0,,,,Bye,,,,,John HoylandK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Greg Joseph,K,,,,0.0,,,,Bye,,,,,Greg JosephK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Jonathan Kim,K,,,,0.0,,,,Bye,,,,,Jonathan KimK
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Lenny Krieg,K,,,ATL,0.0,,,,@TB,,,,,Lenny KriegK - ATL
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Mark McNamee,K,,,GB,0.0,,,,@DEN,,,,,Mark McNameeK - GB
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,15,,,,,,,,0.0,Riley Patterson,K,,,,0.0,,,,Bye,,,,,Riley PattersonK
,,,,0.51,0.51,,,2.14,,,,,,,8.74,0.45,,16,,,,,,,,0.0,Brandon Aubrey,K,,,DAL,0.39,,,,LAC,,,,,Brandon AubreyK - DAL
,,,,0.51,0.34,,,2.19,,,,,,,8.15,0.51,,16,,,,,,,,0.06,Cameron Dicker,K,,,LAC,0.34,,,,@DAL,,,,,Cameron DickerK - LAC
,,,,0.45,0.34,,,2.64,,,,,,,7.88,0.45,,16,,,,,,,,0.0,Jake Bates,K,,,DET,0.28,,,,PIT,,,,,Jake BatesK - DET
,,,,0.39,0.34,,,2.42,,,,,,,7.84,0.45,,16,,,,,,,,0.06,Harrison Butker,K,,,KC,0.34,,,,@TEN,,,,,Harrison ButkerK - KC
,,,,0.45,0.34,,,2.08,,,,,,,7.83,0.51,,16,,,,,,,,0.0,Ka'imi Fairbairn,K,,,HOU,0.39,,,,LV,,,,,Ka'imi FairbairnK - HOU
,,,,0.45,0.34,,,2.36,,,,,,,7.78,0.45,,16,,,,,,,,0.0,Chase McLaughlin,K,,,TB,0.34,,,,@CAR,,,,,Chase McLaughlinK - TB
,,,,0.45,0.34,,,1.91,,,,,,,7.66,0.51,,16,,,,,,,,0.0,Chris Boswell,K,,,PIT,0.39,,,,@DET,,,,,Chris BoswellK - PIT
,,,,0.51,0.23,,,2.53,,,,,,,7.58,0.51,,16,,,,,,,,0.0,Tyler Loop,K,,,BAL,0.28,,,,NE,,,,,Tyler LoopK - BALView News
,,,,0.45,0.23,,,2.7,,,,,,,7.57,0.45,,16,,,,,,,,0.0,Tyler Bass,K,,,BUFQ,0.34,,,,@CLE,,,,,Tyler BassK - BUFQ
,,,,0.39,0.28,,,2.48,,,,,,,7.57,0.45,,16,,,,,,,,0.0,Matt Gay,K,,,WAS,0.39,,,,PHI,,,,,Matt GayK - WAS
,,,,0.45,0.39,,,1.91,,,,,,,7.55,0.39,,16,,,,,,,,0.0,Daniel Carlson,K,,,LV,0.39,,,,@HOU,,,,,Daniel CarlsonK - LV
,,,,0.45,0.28,,,2.42,,,,,,,7.54,0.45,,16,,,,,,,,0.0,Evan McPherson,K,,,CIN,0.34,,,,@MIA,,,,,Evan McPhersonK - CIN
,,,,0.45,0.34,,,2.08,,,,,,,7.5,0.45,,16,,,,,,,,0.0,Will Reichard,K,,,MIN,0.34,,,,@NYG,,,,,Will ReichardK - MIN
,,,,0.39,0.34,,,2.03,,,,,,,7.42,0.45,,16,,,,,,,,0.0,Wil Lutz,K,,,DEN,0.39,,,,JAX,,,,,Wil LutzK - DEN
,,,,0.45,0.23,,,2.36,,,,,,,7.38,0.45,,16,,,,,,,,0.0,Jake Elliott,K,,,PHI,0.39,,,,@WAS,,,,,Jake ElliottK - PHI
,,,,0.45,0.28,,,2.03,,,,,,,7.3,0.45,,16,,,,,,,,0.0,Brandon McManus,K,,,GB,0.39,,,,@CHI,,,,,Brandon McManusK - GB
,,,,0.45,0.34,,,1.86,,,,,,,7.28,0.45,,16,,,,,,,,0.0,Younghoe Koo,K,,,ATL,0.34,,,,@ARI,,,,,Younghoe KooK - ATL
,,,,0.45,0.28,,,1.91,,,,,,,7.18,0.45,,16,,,,,,,,0.0,Joshua Karty,K,,,LAR,0.39,,,,@SEA,,,,,Joshua KartyK - LAR
,,,,0.39,0.28,,,2.08,,,,,,,7.17,0.45,,16,,,,,,,,0.0,Cam Little,K,,,JAX,0.39,,,,@DEN,,,,,Cam LittleK - JAX
,,,,0.45,0.23,,,2.36,,,,,,,7.08,0.51,,16,,,,,,,,0.0,Jake Moody,K,,,SF,0.23,,,,@IND,,,,,Jake MoodyK - SFView News
,,,,0.45,0.23,,,2.03,,,,,,,7.05,0.45,,16,,,,,,,,0.0,Jason Sanders,K,,,MIA,0.39,,,,CIN,,,,,Jason SandersK - MIA
,,,,0.45,0.28,,,1.91,,,,,,,7.03,0.45,,16,,,,,,,,0.0,Chad Ryland,K,,,ARI,0.34,,,,ATL,,,,,Chad RylandK - ARI
,,,,0.51,0.23,,,1.74,,,,,,,6.94,0.45,,16,,,,,,,,0.0,Cairo Santos,K,,,CHI,0.39,,,,GB,,,,,Cairo SantosK - CHI
,,,,0.45,0.23,,,1.86,,,,,,,6.88,0.45,,16,,,,,,,,0.0,Jason Myers,K,,,SEA,0.39,,,,LAR,,,,,Jason MyersK - SEA
,,,,0.39,0.28,,,1.74,,,,,,,6.68,0.45,,16,,,,,,,,0.0,Blake Grupe,K,,,NO,0.34,,,,NYJ,,,,,Blake GrupeK - NO
,,,,0.39,0.28,,,1.74,,,,,,,6.68,0.45,,16,,,,,,,,0.0,Blake Grupe,K,,,NO,0.34,,,,NYJ,,,,,Blake GrupeK - NO
,,,,0.51,0.17,,,1.86,,,,,,,6.61,0.51,,16,,,,,,,,0.0,Spencer Shrader,K,,,IND,0.28,,,,SF,,,,,Spencer ShraderK - INDView News
,,,,0.45,0.17,,,1.8,,,,,,,6.55,0.51,,16,,,,,,,,0.0,Matthew Wright,K,,,CAR,0.34,,,,TB,,,,,Matthew WrightK - CAR
,,,,0.45,0.17,,,1.97,,,,,,,6.54,0.45,,16,,,,,,,,0.0,Andy Borregales,K,,,NE,0.34,,,,@BAL,,,,,Andy BorregalesK - NE
,,,,0.39,0.28,,,1.63,,,,,,,6.39,0.39,,16,,,,,,,,0.0,Joey Slye,K,,,TEN,0.34,,,,KC,,,,,Joey SlyeK - TEN
,,,,0.39,0.23,,,1.63,,,,,,,6.32,0.45,,16,,,,,,,,0.0,Graham Gano,K,,,NYG,0.34,,,,MIN,,,,,Graham GanoK - NYG
,,,,0.39,0.23,,,1.52,,,,,,,6.21,0.45,,16,,,,,,,,0.0,Dustin Hopkins,K,,,CLE,0.34,,,,BUF,,,,,Dustin HopkinsK - CLEView News
,,,,0.07,0.07,,,0.47,,,,,,,1.63,0.13,,16,,,,,,,,0.0,John Parker Romo,K,,,NE,0.07,,,,@BAL,,,,,John Parker RomoK - NE
,,,,0.05,0.05,,,0.2,,,,,,,0.9,0.05,,16,,,,,,,,0.0,Ryan Fitzgerald,K,,,CAR,0.05,,,,TB,,,,,Ryan FitzgeraldK - CAR
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,16,,,,,,,,0.0,Caden Davis,K,,,BUF,0.0,,,,@CLE,,,,,Caden DavisK - BUF
,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,16,,,,,,,,0.0,Nick Folk,K,,,NYJ,0.0,,,,@NO,,,,,Nick FolkK - NYJ
